Id,Sales
304,9599
305,9599
306,12710
307,0
308,6622
309,5235
310,6102
311,6102
312,6192
313,6155
314,0
315,4712
316,7584
317,6450
318,6450
319,9657
320,9181
321,0
322,4712
323,7185
324,7185
325,7185
326,6315
327,3681
328,0
329,5963
330,7734
331,8458
332,8632
333,9243
334,9509
335,0
336,8082
337,7610
338,7610
339,8389
340,11150
341,0
342,7213
343,6314
344,5737
345,6350
346,5772
347,6226
348,0
349,5119
350,7684
351,8661
352,7765
353,7765
354,6757
355,0
356,6622
357,5235
358,6546
359,6275
360,5403
361,5525
362,0
363,7213
364,7584
365,4643
366,4643
367,9863
368,11113
369,0
370,7213
371,6314
372,6314
373,6314
374,6314
375,3857
376,0
377,6218
378,7684
379,7675
380,9235
381,8767
382,11281
383,0
384,7748
385,10334
386,10334
387,6422
388,6827
389,0
390,4956
391,4677
392,3533
393,4350
394,3129
395,4508
396,0
397,3906
398,5740
399,6756
400,11403
401,11403
402,9192
403,0
404,4671
405,5235
406,3702
407,3702
408,5830
409,3641
410,0
411,4956
412,5097
413,4307
414,4307
415,4516
416,6426
417,0
418,0
419,3959
420,3959
421,3080
422,3080
423,4426
424,0
425,0
426,5740
427,10334
428,10334
429,4830
430,6827
431,0
432,6634
433,6152
434,6152
435,5954
436,7202
437,0
438,2952
439,5108
440,5314
441,4720
442,4955
443,6111
444,0
445,1891
446,5614
447,5545
448,5223
449,5223
450,12620
451,0
452,3353
453,5206
454,5232
455,5344
456,5344
457,4687
458,0
459,2952
460,5558
461,4865
462,4865
463,6102
464,7962
465,0
466,2952
467,5108
468,5108
469,5344
470,4518
471,3854
472,0
473,3829
474,5069
475,6285
476,6285
477,6419
478,7359
479,0
480,4933
481,7885
482,7885
483,6226
484,8691
485,0
486,5623
487,5623
488,5569
489,5609
490,5555
491,5431
492,0
493,5388
494,6220
495,7317
496,6043
497,6043
498,12830
499,0
500,6067
501,5235
502,6376
503,4191
504,4191
505,3968
506,0
507,5623
508,7153
509,4640
510,6812
511,7460
512,8900
513,0
514,5623
515,5623
516,5623
517,5449
518,5449
519,9427
520,0
521,6323
522,7731
523,7758
524,7313
525,7185
526,8456
527,0
528,8082
529,8096
530,8096
531,9340
532,10485
533,0
534,6105
535,7781
536,7768
537,8224
538,6992
539,6542
540,0
541,4013
542,7644
543,7492
544,8679
545,8679
546,11163
547,0
548,6005
549,5235
550,7781
551,6919
552,7274
553,7850
554,0
555,6105
556,9116
557,7442
558,5259
559,8223
560,11447
561,0
562,6105
563,7781
564,7781
565,6779
566,7274
567,6542
568,0
569,9358
570,7465
571,7465
572,7465
573,9071
574,11730
575,0
576,7179
577,7328
578,7427
579,7774
580,9689
581,0
582,3562
583,5963
584,5531
585,5226
586,5873
587,8059
588,0
589,4013
590,7535
591,7524
592,10529
593,10529
594,11102
595,0
596,4125
597,6859
598,6505
599,6725
600,6162
601,5808
602,0
603,3562
604,9116
605,8769
606,7838
607,8136
608,11447
609,0
610,3562
611,5963
612,5856
613,6725
614,6162
615,6542
616,0
617,5350
618,6718
619,6718
620,6718
621,7497
622,9623
623,0
624,5519
625,8262
626,8262
627,7052
628,10326
629,0
630,5287
631,9130
632,9084
633,9084
634,7708
635,7758
636,0
637,5383
638,8262
639,7275
640,9416
641,9416
642,9229
643,0
644,6608
645,5235
646,9262
647,7264
648,7264
649,5458
650,0
651,5199
652,8969
653,5888
654,5888
655,8143
656,10329
657,0
658,0
659,5287
660,9262
661,7264
662,7264
663,7758
664,0
665,6637
666,8262
667,8262
668,8262
669,7052
670,11500
671,0
672,7383
673,6018
674,6377
675,6415
676,8247
677,0
678,2677
679,3539
680,3484
681,3484
682,4037
683,4271
684,0
685,4734
686,6745
687,5545
688,4722
689,4722
690,12776
691,0
692,5507
693,5235
694,2404
695,5327
696,4340
697,4123
698,0
699,4162
700,5703
701,5321
702,5321
703,6102
704,8561
705,0
706,2677
707,3539
708,4240
709,4240
710,4240
711,4271
712,0
713,5893
714,6745
715,6018
716,6377
717,7691
718,8271
719,0
720,6573
721,4842
722,4841
723,8389
724,7047
725,0
726,3540
727,5221
728,4038
729,4534
730,4350
731,3681
732,0
733,3188
734,5112
735,5545
736,5181
737,5181
738,6757
739,0
740,6622
741,5235
742,4390
743,4058
744,4058
745,4093
746,0
747,3540
748,5779
749,4643
750,4643
751,6102
752,6022
753,0
754,0
755,5221
756,4390
757,4058
758,4058
759,3681
760,0
761,4194
762,5112
763,5112
764,5112
765,8767
766,6808
767,0
768,4754
769,5617
770,5617
771,6336
772,10398
773,0
774,4219
775,4219
776,4986
777,4294
778,3914
779,5393
780,0
781,3810
782,6356
783,5051
784,4043
785,4043
786,10308
787,0
788,4575
789,5235
790,4311
791,4296
792,4296
793,3968
794,0
795,4483
796,5513
797,4640
798,6812
799,5763
800,8582
801,0
802,4364
803,4219
804,4311
805,4089
806,4089
807,4290
808,0
809,4850
810,5972
811,6024
812,6024
813,7277
814,8653
815,0
816,5953
817,10717
818,10016
819,10465
820,11610
821,0
822,6579
823,6579
824,8638
825,8638
826,8909
827,9407
828,0
829,6454
830,12970
831,11021
832,7580
833,7580
834,22015
835,0
836,7926
837,4231
838,6557
839,7706
840,7706
841,7579
842,0
843,6557
844,10093
845,10159
846,10973
847,11101
848,14590
849,0
850,7653
851,6579
852,6579
853,8227
854,8227
855,9427
856,0
857,8909
858,12970
859,12970
860,12970
861,10374
862,13152
863,0
864,10368
865,12281
866,12281
867,12233
868,11899
869,0
870,7861
871,7861
872,9346
873,9798
874,9246
875,4271
876,0
877,8830
878,10940
879,10709
880,10644
881,10644
882,18468
883,0
884,8927
885,8511
886,8323
887,8323
888,8323
889,9140
890,0
891,7861
892,11091
893,11331
894,11650
895,12023
896,13977
897,0
898,7861
899,7861
900,8718
901,8718
902,8718
903,4271
904,0
905,9246
906,9146
907,12171
908,12171
909,13133
910,16048
911,0
912,12184
913,9500
914,10609
915,10969
916,15147
917,0
918,6212
919,6212
920,8588
921,8319
922,8125
923,7958
924,0
925,7640
926,9604
927,9896
928,10857
929,11935
930,25737
931,0
932,9239
933,10136
934,7526
935,7704
936,7704
937,8103
938,0
939,5120
940,9781
941,9608
942,9608
943,10969
944,15147
945,0
946,7252
947,7252
948,6749
949,7529
950,7529
951,8588
952,0
953,6409
954,9985
955,9389
956,9419
957,11935
958,16745
959,0
960,10347
961,7602
962,7602
963,9022
964,12321
965,0
966,6546
967,6546
968,6418
969,6816
970,6223
971,11781
972,0
973,6228
974,8009
975,7275
976,8166
977,8166
978,14784
979,0
980,7896
981,7177
982,5590
983,5562
984,6875
985,6798
986,0
987,6084
988,5737
989,8583
990,8583
991,9296
992,10773
993,0
994,7534
995,6546
996,6546
997,5562
998,6701
999,7758
1000,0
1001,8506
1002,8072
1003,7307
1004,7349
1005,8088
1006,11503
1007,0
1008,10191
1009,5019
1010,4844
1011,5958
1012,6066
1013,0
1014,4035
1015,3635
1016,3707
1017,3707
1018,4042
1019,3764
1020,0
1021,5252
1022,3684
1023,5838
1024,5596
1025,5958
1026,7961
1027,0
1028,5043
1029,4326
1030,3190
1031,3190
1032,3584
1033,3405
1034,0
1035,2513
1036,4359
1037,5019
1038,4472
1039,5958
1040,6066
1041,0
1042,2513
1043,4201
1044,3872
1045,4006
1046,3152
1047,3707
1048,0
1049,2513
1050,4824
1051,5838
1052,5246
1053,5691
1054,6573
1055,0
1056,2513
1057,5287
1058,6893
1059,6105
1060,8654
1061,0
1062,5200
1063,5386
1064,4238
1065,4927
1066,5148
1067,5356
1068,0
1069,5342
1070,5783
1071,6978
1072,7068
1073,7068
1074,7756
1075,0
1076,5678
1077,5235
1078,4683
1079,4553
1080,4553
1081,9750
1082,0
1083,5403
1084,6555
1085,7654
1086,7654
1087,5956
1088,8116
1089,0
1090,5103
1091,5386
1092,4683
1093,4128
1094,4128
1095,10894
1096,0
1097,6052
1098,6344
1099,6333
1100,5550
1101,6105
1102,7732
1103,0
1104,6470
1105,4506
1106,4506
1107,7774
1108,5687
1109,0
1110,2589
1111,3252
1112,4156
1113,4156
1114,4639
1115,7671
1116,0
1117,4013
1118,4506
1119,5415
1120,12238
1121,12238
1122,7094
1123,0
1124,2333
1125,5235
1126,3528
1127,3409
1128,3409
1129,3619
1130,0
1131,2215
1132,5263
1133,4386
1134,5259
1135,5956
1136,6460
1137,0
1138,0
1139,3252
1140,3378
1141,3110
1142,3110
1143,7671
1144,0
1145,0
1146,4506
1147,4506
1148,4506
1149,7497
1150,5687
1151,0
1152,3237
1153,6562
1154,6562
1155,8932
1156,10080
1157,0
1158,7107
1159,7107
1160,6500
1161,7317
1162,7317
1163,8429
1164,0
1165,1891
1166,7866
1167,8585
1168,4679
1169,4679
1170,13631
1171,0
1172,8056
1173,7299
1174,7188
1175,6561
1176,7170
1177,6871
1178,0
1179,6090
1180,7972
1181,7905
1182,8482
1183,10425
1184,11693
1185,0
1186,8695
1187,7107
1188,7107
1189,6561
1190,6981
1191,3854
1192,0
1193,9571
1194,7244
1195,7864
1196,7349
1197,9091
1198,10488
1199,0
1200,11993
1201,12700
1202,12700
1203,11412
1204,17229
1205,0
1206,7798
1207,7798
1208,11506
1209,10310
1210,10310
1211,10050
1212,0
1213,9621
1214,11195
1215,11316
1216,5586
1217,5586
1218,25506
1219,0
1220,3502
1221,3931
1222,6557
1223,8803
1224,8659
1225,9750
1226,0
1227,6557
1228,11845
1229,4466
1230,4508
1231,12696
1232,16398
1233,0
1234,7798
1235,7798
1236,7798
1237,8803
1238,7833
1239,10894
1240,0
1241,10310
1242,11195
1243,11418
1244,11418
1245,10000
1246,17229
1247,0
1248,11153
1249,9388
1250,11512
1251,7997
1252,12377
1253,0
1254,9916
1255,9232
1256,8055
1257,8021
1258,8021
1259,9741
1260,0
1261,9217
1262,12772
1263,10294
1264,4722
1265,4722
1266,12138
1267,0
1268,10044
1269,5235
1270,9949
1271,9981
1272,9981
1273,9140
1274,0
1275,9916
1276,10540
1277,5321
1278,5321
1279,10286
1280,12582
1281,0
1282,0
1283,9232
1284,9232
1285,9232
1286,9232
1287,9128
1288,0
1289,10175
1290,12772
1291,12772
1292,12772
1293,7222
1294,12377
1295,0
1296,12302
1297,5647
1298,6837
1299,6723
1300,8078
1301,0
1302,5559
1303,4663
1304,5164
1305,5164
1306,5164
1307,5035
1308,0
1309,6061
1310,4929
1311,6976
1312,6848
1313,6848
1314,11630
1315,0
1316,6578
1317,4496
1318,4663
1319,4663
1320,4663
1321,4676
1322,0
1323,5559
1324,6402
1325,6438
1326,6438
1327,7350
1328,9754
1329,0
1330,5559
1331,4663
1332,4663
1333,4663
1334,4198
1335,4963
1336,0
1337,7384
1338,5400
1339,5400
1340,5715
1341,6745
1342,11101
1343,0
1344,8223
1345,5557
1346,5132
1347,5456
1348,7912
1349,0
1350,3855
1351,3855
1352,4343
1353,4343
1354,4084
1355,4779
1356,0
1357,3203
1358,3684
1359,5101
1360,5596
1361,6190
1362,11340
1363,0
1364,3296
1365,4754
1366,3676
1367,3676
1368,4186
1369,3794
1370,0
1371,3802
1372,4723
1373,5557
1374,5593
1375,5456
1376,8258
1377,0
1378,3855
1379,3855
1380,3855
1381,3855
1382,3855
1383,4779
1384,0
1385,3620
1386,4741
1387,5101
1388,6051
1389,6190
1390,8557
1391,0
1392,7754
1393,5004
1394,5004
1395,4985
1396,4584
1397,0
1398,3496
1399,4128
1400,4126
1401,4126
1402,3973
1403,3973
1404,0
1405,3496
1406,5004
1407,5004
1408,5004
1409,4985
1410,6047
1411,0
1412,3496
1413,3764
1414,3741
1415,3709
1416,3798
1417,3167
1418,0
1419,3496
1420,5004
1421,5004
1422,5004
1423,4985
1424,4490
1425,0
1426,3496
1427,3506
1428,3506
1429,4128
1430,3496
1431,3496
1432,0
1433,3496
1434,5004
1435,5004
1436,5004
1437,4985
1438,4725
1439,0
1440,5586
1441,6424
1442,6424
1443,17300
1444,8516
1445,0
1446,4990
1447,4990
1448,5146
1449,3936
1450,3936
1451,4963
1452,0
1453,5994
1454,0
1455,6976
1456,3823
1457,3823
1458,9086
1459,0
1460,5992
1461,5235
1462,5578
1463,5578
1464,5578
1465,3792
1466,0
1467,6457
1468,6197
1469,4643
1470,4643
1471,7426
1472,7188
1473,0
1474,0
1475,4990
1476,5043
1477,5043
1478,5043
1479,4963
1480,0
1481,3936
1482,7410
1483,7410
1484,7410
1485,19051
1486,8516
1487,0
1488,8735
1489,9561
1490,11974
1491,10773
1492,13754
1493,0
1494,6044
1495,8917
1496,8626
1497,9983
1498,9527
1499,10124
1500,0
1501,8220
1502,10938
1503,12171
1504,4182
1505,4182
1506,20786
1507,0
1508,4671
1509,4754
1510,9037
1511,9037
1512,8922
1513,8284
1514,0
1515,6044
1516,9948
1517,10823
1518,12509
1519,13218
1520,12441
1521,0
1522,6044
1523,8036
1524,8036
1525,8334
1526,8917
1527,10101
1528,0
1529,9140
1530,9759
1531,10067
1532,11779
1533,11768
1534,15470
1535,0
1536,11015
1537,6793
1538,6793
1539,8542
1540,9705
1541,0
1542,3267
1543,4706
1544,6337
1545,5828
1546,5828
1547,6335
1548,0
1549,4752
1550,8779
1551,8338
1552,8337
1553,8337
1554,14531
1555,0
1556,4848
1557,6155
1558,5554
1559,4517
1560,5377
1561,5993
1562,0
1563,3931
1564,7494
1565,7078
1566,7078
1567,8049
1568,9565
1569,0
1570,4223
1571,4706
1572,4917
1573,4517
1574,5377
1575,6993
1576,0
1577,4701
1578,6694
1579,6410
1580,6410
1581,8181
1582,11304
1583,0
1584,11015
1585,5420
1586,4743
1587,5340
1588,7836
1589,0
1590,5350
1591,4449
1592,4765
1593,4278
1594,4330
1595,5356
1596,0
1597,5342
1598,5662
1599,5157
1600,8587
1601,8587
1602,7756
1603,0
1604,5678
1605,5235
1606,6231
1607,4107
1608,4048
1609,4043
1610,0
1611,5828
1612,5036
1613,7654
1614,7654
1615,4912
1616,6476
1617,0
1618,5350
1619,6231
1620,6231
1621,4107
1622,4048
1623,8019
1624,0
1625,6929
1626,5798
1627,5798
1628,5220
1629,5481
1630,8022
1631,0
1632,7834
1633,6424
1634,6424
1635,6678
1636,8218
1637,0
1638,5310
1639,4350
1640,4511
1641,4511
1642,4005
1643,4963
1644,0
1645,1891
1646,0
1647,5239
1648,5881
1649,5881
1650,11673
1651,0
1652,5844
1653,5235
1654,4618
1655,3469
1656,4160
1657,3792
1658,0
1659,5310
1660,6012
1661,4643
1662,4643
1663,5670
1664,10068
1665,0
1666,0
1667,4350
1668,4350
1669,3459
1670,3459
1671,4963
1672,0
1673,4031
1674,7410
1675,7410
1676,7410
1677,7241
1678,8218
1679,0
1680,4672
1681,8858
1682,8095
1683,8020
1684,8615
1685,0
1686,5395
1687,5770
1688,6747
1689,6580
1690,6580
1691,7258
1692,0
1693,4607
1694,8064
1695,8345
1696,9268
1697,8794
1698,11958
1699,0
1700,7261
1701,4754
1702,5599
1703,5599
1704,5599
1705,6812
1706,0
1707,5395
1708,9290
1709,9290
1710,8546
1711,8481
1712,9550
1713,0
1714,5395
1715,5770
1716,5770
1717,5770
1718,5770
1719,7258
1720,0
1721,6747
1722,7104
1723,7104
1724,7023
1725,9036
1726,11169
1727,0
1728,8448
1729,3552
1730,4288
1731,4435
1732,4964
1733,0
1734,2090
1735,3306
1736,3205
1737,3011
1738,3011
1739,3437
1740,0
1741,2478
1742,4099
1743,3672
1744,4214
1745,4214
1746,11673
1747,0
1748,5844
1749,4496
1750,2890
1751,2694
1752,2817
1753,2697
1754,0
1755,2090
1756,4319
1757,4643
1758,4643
1759,4311
1760,5123
1761,0
1762,2090
1763,3306
1764,3004
1765,2694
1766,2868
1767,3437
1768,0
1769,2782
1770,4099
1771,4099
1772,4099
1773,3547
1774,5967
1775,0
1776,4672
1777,7847
1778,7472
1779,8814
1780,10707
1781,0
1782,7221
1783,7199
1784,4695
1785,5761
1786,5761
1787,8449
1788,0
1789,7578
1790,7237
1791,7361
1792,7368
1793,7368
1794,10593
1795,0
1796,6969
1797,5235
1798,5917
1799,6216
1800,6133
1801,5562
1802,0
1803,7221
1804,7022
1805,9530
1806,9530
1807,9469
1808,10957
1809,0
1810,7221
1811,7199
1812,6027
1813,6216
1814,6133
1815,8449
1816,0
1817,7894
1818,8029
1819,7828
1820,6990
1821,9302
1822,10251
1823,0
1824,9119
1825,4684
1826,5032
1827,4666
1828,7614
1829,0
1830,3320
1831,3456
1832,3780
1833,3245
1834,3700
1835,3815
1836,0
1837,4186
1838,4535
1839,4239
1840,6547
1841,6547
1842,7752
1843,0
1844,4036
1845,5235
1846,3794
1847,3273
1848,3068
1849,2901
1850,0
1851,4870
1852,5036
1853,5059
1854,5059
1855,7825
1856,6357
1857,0
1858,4303
1859,4303
1860,4303
1861,3273
1862,3068
1863,6993
1864,0
1865,5198
1866,4535
1867,4535
1868,4535
1869,4846
1870,7614
1871,0
1872,5649
1873,7402
1874,7522
1875,4666
1876,11188
1877,0
1878,7494
1879,5737
1880,6785
1881,6342
1882,6471
1883,8019
1884,0
1885,8047
1886,10602
1887,7634
1888,8587
1889,8587
1890,11542
1891,0
1892,8076
1893,6574
1894,6642
1895,5172
1896,5172
1897,5834
1898,0
1899,6825
1900,5036
1901,6910
1902,6292
1903,4912
1904,8970
1905,0
1906,0
1907,5737
1908,5737
1909,5797
1910,5797
1911,8019
1912,0
1913,6471
1914,10602
1915,10602
1916,7744
1917,4846
1918,9620
1919,0
1920,7834
1921,7010
1922,6395
1923,6105
1924,11439
1925,0
1926,6068
1927,6213
1928,4834
1929,6234
1930,5563
1931,5659
1932,0
1933,5968
1934,6562
1935,7593
1936,4722
1937,4722
1938,13399
1939,0
1940,6165
1941,7127
1942,5988
1943,4411
1944,5453
1945,4364
1946,0
1947,6375
1948,9821
1949,6667
1950,6667
1951,8008
1952,10455
1953,0
1954,0
1955,6213
1956,6213
1957,4411
1958,5453
1959,5659
1960,0
1961,7212
1962,6562
1963,7010
1964,6008
1965,5840
1966,11439
1967,0
1968,8682
1969,5705
1970,5705
1971,5646
1972,8934
1973,0
1974,2468
1975,4968
1976,5417
1977,5417
1978,4880
1979,5160
1980,0
1981,3650
1982,6053
1983,4704
1984,7353
1985,7353
1986,8151
1987,0
1988,4024
1989,7352
1990,4604
1991,4604
1992,5038
1993,4405
1994,0
1995,2468
1996,6070
1997,4839
1998,4839
1999,5957
2000,7557
2001,0
2002,2468
2003,4968
2004,4604
2005,4604
2006,5038
2007,5160
2008,0
2009,3380
2010,6318
2011,5876
2012,5876
2013,6506
2014,7425
2015,0
2016,4542
2017,7400
2018,7239
2019,6127
2020,9392
2021,0
2022,8413
2023,6700
2024,7145
2025,7749
2026,7554
2027,8682
2028,0
2029,8701
2030,10397
2031,9700
2032,6547
2033,6547
2034,11492
2035,0
2036,9074
2037,4325
2038,6186
2039,5347
2040,5347
2041,5836
2042,0
2043,9229
2044,8670
2045,8112
2046,8280
2047,7825
2048,10301
2049,0
2050,8413
2051,6700
2052,6186
2053,7047
2054,7047
2055,6993
2056,0
2057,9115
2058,10397
2059,8147
2060,7203
2061,7911
2062,8884
2063,0
2064,9694
2065,7998
2066,8163
2067,6127
2068,11412
2069,0
2070,7547
2071,7547
2072,5894
2073,4755
2074,5528
2075,7609
2076,0
2077,5782
2078,7467
2079,7043
2080,10142
2081,10142
2082,15136
2083,0
2084,6911
2085,4325
2086,5917
2087,5714
2088,5714
2089,6078
2090,0
2091,7046
2092,8670
2093,6643
2094,6643
2095,7356
2096,10644
2097,0
2098,7547
2099,7547
2100,7547
2101,5434
2102,5434
2103,7609
2104,0
2105,7488
2106,6761
2107,8309
2108,7538
2109,7911
2110,11143
2111,0
2112,5649
2113,4611
2114,5926
2115,5366
2116,9469
2117,0
2118,5289
2119,5289
2120,3667
2121,5653
2122,4099
2123,10961
2124,0
2125,4417
2126,4627
2127,5634
2128,22160
2129,22160
2130,13001
2131,0
2132,5819
2133,4613
2134,3928
2135,3928
2136,3928
2137,5130
2138,0
2139,5289
2140,4844
2141,5741
2142,5741
2143,5830
2144,7911
2145,0
2146,5289
2147,5289
2148,5289
2149,5289
2150,4803
2151,10961
2152,0
2153,3871
2154,4796
2155,4620
2156,5926
2157,6872
2158,9469
2159,0
2160,6132
2161,5936
2162,6180
2163,7525
2164,9150
2165,0
2166,3043
2167,5392
2168,5837
2169,5837
2170,5747
2171,7156
2172,0
2173,3747
2174,6777
2175,7005
2176,6668
2177,6668
2178,10036
2179,0
2180,3873
2181,7177
2182,5643
2183,5472
2184,6115
2185,6062
2186,0
2187,3043
2188,5737
2189,7648
2190,7356
2191,8975
2192,9412
2193,0
2194,3043
2195,5392
2196,5643
2197,5472
2198,6115
2199,7268
2200,0
2201,4242
2202,6727
2203,6727
2204,6777
2205,8025
2206,8652
2207,0
2208,4336
2209,9536
2210,9536
2211,7610
2212,11264
2213,0
2214,7298
2215,6228
2216,6387
2217,5547
2218,5547
2219,6242
2220,0
2221,8096
2222,8977
2223,7600
2224,9201
2225,9201
2226,12174
2227,0
2228,2730
2229,5020
2230,5679
2231,4960
2232,4960
2233,4974
2234,0
2235,7298
2236,7885
2237,4543
2238,6812
2239,7812
2240,10559
2241,0
2242,7298
2243,6228
2244,6228
2245,5102
2246,5102
2247,4290
2248,0
2249,9358
2250,7093
2251,7811
2252,7811
2253,7386
2254,9719
2255,0
2256,10185
2257,12544
2258,10302
2259,13431
2260,13293
2261,0
2262,9757
2263,9757
2264,8999
2265,8157
2266,8661
2267,9693
2268,0
2269,10302
2270,12544
2271,14378
2272,7179
2273,7179
2274,7848
2275,0
2276,9325
2277,9447
2278,8734
2279,8734
2280,8734
2281,8937
2282,0
2283,9556
2284,10649
2285,11737
2286,11741
2287,11893
2288,15285
2289,0
2290,10326
2291,9757
2292,7923
2293,7923
2294,7659
2295,10142
2296,0
2297,13174
2298,12544
2299,12544
2300,12515
2301,12806
2302,18179
2303,0
2304,12390
2305,6055
2306,6055
2307,5968
2308,8895
2309,0
2310,7175
2311,7175
2312,5800
2313,5800
2314,5873
2315,7609
2316,0
2317,6378
2318,6170
2319,7479
2320,10142
2321,10142
2322,9662
2323,0
2324,6482
2325,4325
2326,6430
2327,5005
2328,5111
2329,5028
2330,0
2331,5314
2332,8670
2333,6072
2334,6072
2335,7356
2336,7423
2337,0
2338,7175
2339,7175
2340,7175
2341,5005
2342,5111
2343,7609
2344,0
2345,5873
2346,6524
2347,6610
2348,6610
2349,5968
2350,8702
2351,0
2352,7245
2353,7948
2354,7641
2355,8746
2356,11298
2357,0
2358,6744
2359,7200
2360,7063
2361,7063
2362,7960
2363,7519
2364,0
2365,4825
2366,7504
2367,8611
2368,12712
2369,12712
2370,13001
2371,0
2372,5734
2373,7127
2374,7140
2375,7140
2376,7140
2377,6886
2378,0
2379,6744
2380,6345
2381,8316
2382,8779
2383,9362
2384,13569
2385,0
2386,6744
2387,7200
2388,7200
2389,7200
2390,7200
2391,7519
2392,0
2393,7960
2394,8084
2395,8084
2396,8759
2397,9534
2398,11280
2399,0
2400,7726
2401,6588
2402,7063
2403,6856
2404,6829
2405,0
2406,8072
2407,6457
2408,6356
2409,5930
2410,6570
2411,6570
2412,0
2413,8072
2414,8064
2415,8345
2416,8701
2417,8701
2418,10249
2419,0
2420,9073
2421,7358
2422,7984
2423,7984
2424,7984
2425,9284
2426,0
2427,8988
2428,7115
2429,8094
2430,8626
2431,8195
2432,8094
2433,0
2434,7343
2435,8614
2436,8614
2437,8614
2438,8614
2439,8549
2440,0
2441,7090
2442,7115
2443,8142
2444,8883
2445,8883
2446,10025
2447,0
2448,12989
2449,9231
2450,9152
2451,9859
2452,10983
2453,0
2454,7599
2455,7886
2456,8514
2457,8509
2458,8509
2459,9407
2460,0
2461,6638
2462,9652
2463,10062
2464,3823
2465,3823
2466,14566
2467,0
2468,8077
2469,7127
2470,7520
2471,8437
2472,8753
2473,6286
2474,0
2475,7540
2476,8778
2477,4643
2478,4643
2479,10130
2480,12393
2481,0
2482,7483
2483,7886
2484,8173
2485,7670
2486,8753
2487,4963
2488,0
2489,8492
2490,9854
2491,9854
2492,9854
2493,12137
2494,12431
2495,0
2496,9591
2497,5913
2498,7094
2499,7557
2500,9311
2501,0
2502,5470
2503,6955
2504,6337
2505,5495
2506,5419
2507,6335
2508,0
2509,4752
2510,6292
2511,7690
2512,6547
2513,6547
2514,10903
2515,0
2516,5619
2517,5020
2518,6955
2519,5767
2520,5479
2521,4562
2522,0
2523,5470
2524,8670
2525,7044
2526,6812
2527,7518
2528,10177
2529,0
2530,5470
2531,6955
2532,6955
2533,5767
2534,5479
2535,6993
2536,0
2537,6892
2538,6802
2539,6674
2540,7330
2541,7557
2542,11304
2543,0
2544,5565
2545,9052
2546,9052
2547,11052
2548,13280
2549,0
2550,7495
2551,7495
2552,7627
2553,7285
2554,7285
2555,6660
2556,0
2557,6548
2558,9884
2559,11026
2560,8451
2561,8451
